"새주소","지번주소","좌표정보","좌표정보","테마코드","콘텐츠 코드","언어셋(KOR : 국문, ENG : 영문, JP : 일문, CHA : 중문-간체, CHB : 중문-번체)","콘텐츠 명","시도명(텍스트)","구명","동명","산지여부","주 번지","부 번지","기타주소","전화번호","상세정보 값 1","상세정보 값 2","상세정보 값 3","상세정보 값 4","상세정보 값 5","상세정보 값 6","상세정보 값 7","상세정보 값 8","상세정보 값 9","상세정보 값 10","상세정보 값 11","상세정보 값 12","상세정보 값 13","상세정보 값 14","상세정보 값 15","상세정보 값 16","상세정보 값 17","상세정보 값 18","상세정보 값 19","상세정보 값 20","상세정보 이름 1","상세정보 이름 2","상세정보 이름 3","상세정보 이름 4","상세정보 이름 5","상세정보 이름 6","상세정보 이름 7","상세정보 이름 8","상세정보 이름 9","상세정보 이름 10","상세정보 이름 11","상세정보 이름 12","상세정보 이름 13","상세정보 이름 14","상세정보 이름 15","상세정보 이름 16","상세정보 이름 17","상세정보 이름 18","상세정보 이름 19","상세정보 이름 20","좌표데이터","좌표 타입 (1:Point 3:Polyline 4:MultiPolyline 5:Polygon 6:MultiPolygon 8:multiPoint)","선 두께 1~10","테마 선 색상","키워드","등록일","수정일"
"서울특별시 송파구 올림픽로 99","서울특별시 송파구 잠실동 19","127.083233080","37.513521435","100324","11710000715","KOR","베리젬어린이집","","송파구","","","","","","02-6407-1233","가정","일반","20","20","","","","","","","","","","","","","","","","","시설유형","시설특성","정원","현원","","","","","","","","","","","","","","","","","","1","2","#0000FF","","2018-10-12 17:25:51.0","2018-10-12 17:25:51.0"
"서울특별시 송파구 중대로 24","서울특별시 송파구 문정동 150","127.116788990","37.487524885","100324","11710000716","KOR","키즈크레용어린이집","","송파구","","","","","","02-443-8844","가정","일반","20","20","","","","","","","","","","","","","","","","","시설유형","시설특성","정원","현원","","","","","","","","","","","","","","","","","","1","2","#0000FF","","2018-10-12 17:25:51.0","2018-10-12 17:25:51.0"
"성내천로23가길 7","","127.144431008","37.501991093","100324","11710000717","KOR","기쁨새생명어린이집","","송파구","","","","","","02-430-2210","민간개인","일반","92","63","","","","","","","","","","","","","","","","","시설유형","시설특성","정원","현원","","","","","","","","","","","","","","","","","","1","2","#0000FF","","2018-10-12 17:25:51.0","2019-01-08 04:03:28.0"
"정의로8길 9","","127.116468412","37.486452294","100324","11710000718","KOR","AJ어린이집","","송파구","","","","","","02-6240-1490","직장","일반","49","26","","","","","","","","","","","","","","","","","시설유형","시설특성","정원","현원","","","","","","","","","","","","","","","","","","1","2","#0000FF","","2018-10-12 17:25:51.0","2019-01-03 04:08:41.0"
"서울특별시 송파구 위례광장로 185","서울특별시 송파구 장지동 420","127.141555126","37.480647317","100324","11710000719","KOR","푸르지오그린어린이집","","송파구","","","","","","02-2138-6493","민간개인","일반","40","37","","","","","","","","","","","","","","","","","시설유형","시설특성","정원","현원","","","","","","","","","","","","","","","","","","1","2","#0000FF","","2018-10-12 17:25:51.0","2018-10-12 17:25:51.0"
"서울특별시 송파구 양재대로 932","서울특별시 송파구 가락동 600","127.111979885","37.491267054","100324","11710000720","KOR","서울시농수산식품공사올본어린이집","","송파구","","","","","","02-3435-1212","직장","일반","58","43","","","","","","","","","","","","","","","","","시설유형","시설특성","정원","현원","","","","","","","","","","","","","","","","","","1","2","#0000FF","","2018-10-12 17:25:51.0","2018-10-12 17:25:51.0"
"서울특별시 송파구 올림픽로35길 137","서울특별시 송파구 신천동 7-11","127.099625235","37.515933932","100324","11710000721","KOR","롯데mom편한어린이집","","송파구","","","","","","02-420-1338","직장","일반","49","35","","","","","","","","","","","","","","","","","시설유형","시설특성","정원","현원","","","","","","","","","","","","","","","","","","1","2","#0000FF","","2018-10-12 17:25:51.0","2018-10-12 17:25:51.0"
"정의로8길 6","","127.116173863","37.485837360","100324","11710000722","KOR","대명키즈스테이션어린이집","","송파구","","","","","","02-2222-7430","직장","일반","39","32","","","","","","","","","","","","","","","","","시설유형","시설특성","정원","현원","","","","","","","","","","","","","","","","","","1","2","#0000FF","","2018-10-12 17:25:51.0","2018-11-21 04:01:27.0"
"토성로 34","","127.113892725","37.530126703","100324","11710000723","KOR","풍납토성어린이집","","송파구","","","","","","02-472-5155","국공립","시간연장형","21","21","","","","","","","","","","","","","","","","","시설유형","시설특성","정원","현원","","","","","","","","","","","","","","","","","","1","2","#0000FF","","2018-10-12 17:25:51.0","2018-10-18 04:01:28.0"
"올림픽로35다길 13","","127.100717493","37.515727012","100324","11710000724","KOR","잠실국민연금어린이집","","송파구","","","","","","02-2202-7470","국공립","시간연장형 휴일보육","46","43","","","","","","","","","","","","","","","","","시설유형","시설특성","정원","현원","","","","","","","","","","","","","","","","","","1","2","#0000FF","","2018-10-12 17:25:51.0","2018-11-15 04:01:32.0"
"양산로4길 16","","127.145553955","37.489344200","100324","11710000725","KOR","거여초원어린이집","","송파구","","","","","","02-402-2190","민간개인","일반","36","30","","","","","","","","","","","","","","","","","시설유형","시설특성","정원","현원","","","","","","","","","","","","","","","","","","1","2","#0000FF","","2018-10-12 17:25:51.0","2018-12-28 04:00:39.0"
"올림픽로 240","","127.099950391","37.510696636","100324","11710000726","KOR","롯데mom편한월드점어린이집","","송파구","","","","","","02-2143-1460","직장","일반","40","34","","","","","","","","","","","","","","","","","시설유형","시설특성","정원","현원","","","","","","","","","","","","","","","","","","1","2","#0000FF","","2018-10-12 17:25:51.0","2019-01-05 04:02:23.0"
"가락로 138-9","","127.111771829","37.502117748","100324","11710000727","KOR","명운어린이집","","송파구","","","","","","02-400-8760","부모협동","일반","31","22","","","","","","","","","","","","","","","","","시설유형","시설특성","정원","현원","","","","","","","","","","","","","","","","","","1","2","#0000FF","","2018-10-12 17:25:51.0","2018-12-04 04:10:12.0"
"올림픽로 417","","127.113890343","37.520396267","100324","11710000728","KOR","주빌리어린이집","","송파구","","","","","","02-417-6004","민간개인","일반","36","35","","","","","","","","","","","","","","","","","시설유형","시설특성","정원","현원","","","","","","","","","","","","","","","","","","1","2","#0000FF","","2018-10-12 17:25:51.0","2019-01-19 04:01:16.0"
"올림픽로 135","","127.086284821","37.515971692","100324","11710000729","KOR","리센츠어린이집","","송파구","","","","","","02-417-3033","국공립","시간연장형","20","19","","","","","","","","","","","","","","","","","시설유형","시설특성","정원","현원","","","","","","","","","","","","","","","","","","1","2","#0000FF","","2018-10-12 17:25:51.0","2018-10-19 04:01:11.0"
"올림픽로 99","","127.081684668","37.515956096","100324","11710000730","KOR","잠실엘스어린이집","","송파구","","","","","","02-423-0547","국공립","시간연장형","20","20","","","","","","","","","","","","","","","","","시설유형","시설특성","정원","현원","","","","","","","","","","","","","","","","","","1","2","#0000FF","","2018-10-12 17:25:51.0","2018-11-02 04:10:27.0"
"중대로 24","","127.116520861","37.490682959","100324","11710000732","KOR","문정2동어린이집","","송파구","","","","","","02-430-2211","국공립","시간연장형","20","20","","","","","","","","","","","","","","","","","시설유형","시설특성","정원","현원","","","","","","","","","","","","","","","","","","1","2","#0000FF","","2018-10-12 17:25:51.0","2018-10-19 04:01:13.0"
"서울특별시 송파구 송파대로 567","서울특별시 송파구 잠실동 27","127.096922040","37.512978553","100324","11710000733","KOR","해달별어린이집","","송파구","","","","","","02-6140-1166","가정","일반","20","17","","","","","","","","","","","","","","","","","시설유형","시설특성","정원","현원","","","","","","","","","","","","","","","","","","1","2","#0000FF","","2018-10-12 17:25:51.0","2018-10-12 17:25:51.0"
"위례광장로 136","","127.142285817","37.477145942","100324","11710000734","KOR","위례아이파크어린이집","","송파구","","","","","","02-406-6545","국공립","시간연장형 휴일보육","57","42","","","","","","","","","","","","","","","","","시설유형","시설특성","정원","현원","","","","","","","","","","","","","","","","","","1","2","#0000FF","","2018-10-12 17:25:51.0","2019-01-22 04:01:17.0"
"서울특별시 송파구 중대로 68","서울특별시 송파구 문정동 150-26","127.116418187","37.491554892","100324","11710000735","KOR","신한신이한이송파어린이집","","송파구","","","","","","02-404-7060","직장","일반","49","38","","","","","","","","","","","","","","","","","시설유형","시설특성","정원","현원","","","","","","","","","","","","","","","","","","1","2","#0000FF","","2018-10-12 17:25:51.0","2018-10-12 17:25:51.0"
"오금로64나길 9","","127.148321171","37.491903441","100324","11710000736","KOR","서유어린이집","","송파구","","","","","","02-408-3767","민간개인","시간연장형","67","56","","","","","","","","","","","","","","","","","시설유형","시설특성","정원","현원","","","","","","","","","","","","","","","","","","1","2","#0000FF","","2018-10-12 17:25:51.0","2019-01-15 04:02:03.0"
"충민로2길 5","","127.127298117","37.479289749","100324","11710000739","KOR","서밋RUTC어린이집","","송파구","","","","","","02-430-9778","부모협동","일반","48","37","","","","","","","","","","","","","","","","","시설유형","시설특성","정원","현원","","","","","","","","","","","","","","","","","","1","2","#0000FF","","2018-10-12 17:25:51.0","2019-01-08 04:03:30.0"
"위례광장로 170","","127.142402998","37.479898974","100324","11710000741","KOR","힐스송파어린이집","","송파구","","","","","","02-430-6594","국공립","시간연장형 휴일보육","70","65","","","","","","","","","","","","","","","","","시설유형","시설특성","정원","현원","","","","","","","","","","","","","","","","","","1","2","#0000FF","","2018-10-12 17:25:50.0","2018-12-04 04:10:13.0"
"송파대로 111","","127.124435747","37.480533261","100324","11710000743","KOR","파크하비오어린이집","","송파구","","","","","","02-431-6757","국공립","시간연장형 휴일보육","85","80","","","","","","","","","","","","","","","","","시설유형","시설특성","정원","현원","","","","","","","","","","","","","","","","","","1","2","#0000FF","","2018-10-12 17:25:50.0","2019-01-08 04:03:30.0"
"위례광장로 121","","127.139411777","37.474756404","100324","11710000745","KOR","사랑가득어린이집","","송파구","","","","","","02-6082-1357","가정","시간연장형","20","19","","","","","","","","","","","","","","","","","시설유형","시설특성","정원","현원","","","","","","","","","","","","","","","","","","1","2","#0000FF","","2018-10-12 17:25:50.0","2019-01-22 04:01:18.0"
"서울특별시 송파구 송파대로8길 10","서울특별시 송파구 장지동 254-8","127.128218327","37.477043419","100324","11710000746","KOR","파인정원어린이집","","송파구","","","","","","02-400-0609","민간개인","일반","24","24","","","","","","","","","","","","","","","","","시설유형","시설특성","정원","현원","","","","","","","","","","","","","","","","","","1","2","#0000FF","","2018-10-12 17:25:50.0","2018-10-12 17:25:50.0"
"송파대로 111","","127.124435747","37.480533261","100324","11710000747","KOR","송파푸르지오어린이집","","송파구","","","","","","02-406-3040","민간개인","일반","83","82","","","","","","","","","","","","","","","","","시설유형","시설특성","정원","현원","","","","","","","","","","","","","","","","","","1","2","#0000FF","","2018-10-12 17:25:50.0","2019-01-08 04:03:31.0"
"중대로 24","","127.116520861","37.490682959","100324","11710000748","KOR","문정훼밀리타운어린이집","","송파구","","","","","","02-404-5600","국공립","시간연장형","20","19","","","","","","","","","","","","","","","","","시설유형","시설특성","정원","현원","","","","","","","","","","","","","","","","","","1","2","#0000FF","","2018-10-12 17:25:50.0","2018-10-26 04:00:48.0"
"위례광장로 270","","127.142893867","37.476143828","100324","11710000749","KOR","송파더샵어린이집","","송파구","","","","","","02-3012-7776","국공립","시간연장형","45","42","","","","","","","","","","","","","","","","","시설유형","시설특성","정원","현원","","","","","","","","","","","","","","","","","","1","2","#0000FF","","2018-10-12 17:25:50.0","2018-11-15 04:01:34.0"
